Word,Start Time,End Time,start_time_diff,Speaker_A,Speaker_B,SourceFile,Speaker,Backchannel,Overlap,Turn,Contested,Sent,Turn Start,Turn End,Sentiment,word_count,Time_Boundary
as,299.625,299.785,1.6000000000000227,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
a,299.785,300.10498,0.160000000000025,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
refund,300.10498,300.425,0.3199799999999868,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
after,300.425,300.905,0.3200199999999995,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
myself,300.905,301.405,0.4799999999999613,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
so,301.465,301.625,0.5600000000000023,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
that,301.625,301.785,0.160000000000025,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
i,301.94498,302.025,0.3199799999999868,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
can,302.025,302.345,0.0800199999999904,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
reach,302.345,302.585,0.32000000000005,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
that,302.585,302.985,0.2399999999999522,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
academic,302.985,303.38498,0.4000000000000341,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
life,303.38498,303.625,0.3999799999999709,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
i,304.9176,305.07715,1.5326200000000083,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
need,305.07715,305.39624,0.1595500000000242,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
to,305.39624,305.89624,0.3190899999999601,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
recover,306.4333,306.6726,1.0370599999999968,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
i,306.83215,306.9917,0.3988500000000385,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
don't,306.9917,307.23102,0.1595499999999674,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
to,307.23102,307.73102,0.2393200000000206,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
as,308.10852,308.60852,0.8774999999999977,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
as,308.7467,308.90625,0.6381799999999771,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
you,308.90625,309.0658,0.1595500000000242,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
know,309.0658,309.14557,0.1595500000000242,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
i,309.3849,309.46466,0.3190999999999917,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
have,309.46466,309.96466,0.0797599999999647,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
i've,310.26236,310.76236,0.7977000000000203,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
i've,311.13986,311.63986,0.8774999999999977,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
solved,312.09714,312.496,0.9572800000000256,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
my,312.496,312.996,0.3988599999999564,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
bond,313.0544,313.3735,0.558400000000006,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
mind,313.3735,313.53305,0.3190999999999917,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
i,313.6926,313.77237,0.3191000000000485,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
need,313.77237,314.0117,0.0797699999999963,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
to,314.0117,314.5117,0.2393299999999953,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
i,315.52737,315.68692,1.51567,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
need,315.68692,315.92624,0.1595499999999674,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
to,315.92624,316.42624,0.2393200000000206,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
revise,316.9633,317.28238,1.0370599999999968,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
a,317.28238,317.44193,0.3190799999999854,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
new,317.44193,317.60147,0.1595500000000242,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
one,317.60147,318.10147,0.1595399999999927,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
also,318.65375,318.973,1.052279999999996,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
i,319.2124,319.37204,0.5586500000000001,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
want,319.37204,319.87204,0.1596400000000244,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
to,320.0903,320.5903,0.7182599999999866,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
open,322.32492,322.80377,2.2346200000000067,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
interview,322.80377,323.04318,0.4788499999999658,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
