groupId,playerId,AwarenessMonitoringGrowth_aggregated_normGrowthMindset,AwarenessMonitoringGrowth_aggregated_normSelfAwareness,AwarenessMonitoringGrowth_aggregated_normSelfMonitoring,AwarenessMonitoringGrowth_aggregated_rawGrowthMindset,AwarenessMonitoringGrowth_aggregated_rawSelfAwareness,AwarenessMonitoringGrowth_aggregated_rawSelfMonitoring,AwarenessMonitoringGrowth_raw_canAdjust,AwarenessMonitoringGrowth_raw_emotionalIntuition,AwarenessMonitoringGrowth_raw_fixedIntelligence,AwarenessMonitoringGrowth_raw_goingOnAroundMe,AwarenessMonitoringGrowth_raw_innermostThoughts,AwarenessMonitoringGrowth_raw_onlyLearnNewThings,AwarenessMonitoringGrowth_raw_othersThinkOfMe,AwarenessMonitoringGrowth_raw_tellInappropriate,AwarenessMonitoringGrowth_raw_troubleChanging,AwarenessMonitoringGrowth_time_seconds,CulturalConflictNorms_aggregated_normConflictOpenness,CulturalConflictNorms_aggregated_rawConflictOpenness,CulturalConflictNorms_raw_avoidConflict,CulturalConflictNorms_raw_conflictIsDetrimental,CulturalConflictNorms_raw_differencesAvoided,CulturalConflictNorms_raw_disagreementsEncouraged,CulturalConflictNorms_raw_emotionAccepted,CulturalConflictNorms_raw_openConflict,CulturalConflictNorms_raw_resolveImmediately,CulturalConflictNorms_time_seconds,TIPI_aggregated_normAgreeableness,TIPI_aggregated_normConscientiousness,TIPI_aggregated_normEmotionalStability,TIPI_aggregated_normExtroversion,TIPI_aggregated_normOpennessToExperience,TIPI_aggregated_rawAgreeableness,TIPI_aggregated_rawConscientiousness,TIPI_aggregated_rawEmotionalStability,TIPI_aggregated_rawExtroversion,TIPI_aggregated_rawOpennessToExperience,TIPI_raw_anxiety,TIPI_raw_calmness,TIPI_raw_carelessness,TIPI_raw_conventionality,TIPI_raw_criticalness,TIPI_raw_dependability,TIPI_raw_extroversion,TIPI_raw_openness,TIPI_raw_quietness,TIPI_raw_sympathy,TIPI_time_seconds,deal_sheet_agreement_binary,deal_sheet_deal_price,deal_sheet_return_fund_binary,deal_sheet_special_terms,deal_sheet_trip_binary,demographics,demographics_birth_year,demographics_country_reside,demographics_education_UK,demographics_education_US,demographics_employment_status,demographics_english_spoken,demographics_english_written,demographics_ethnicity_UK,demographics_gender,demographics_gender_other,demographics_income_UK,demographics_income_US,demographics_language_primary,demographics_latin_US,demographics_marital_status,demographics_race_US,post_negotiation_conflict_1,post_negotiation_conflict_2,post_negotiation_conflict_3,post_negotiation_conflict_4,post_negotiation_decision_leadership_1,post_negotiation_decision_leadership_2,post_negotiation_goal_similarity,post_negotiation_open_ended_feedback,post_negotiation_partner_competent,post_negotiation_partner_liked,post_negotiation_partner_tension,post_negotiation_viability_1,post_negotiation_viability_2,pre_negotiation_strategy,pre_negotiation_target_price,role
01HVPCWC4B36Z7XTB43MF56Y6D,01HVPCMYPZ30SW7EM2JJ1HSXQP,0.583,0.833,0.667,4.500,6.000,5.000,6,5,3,6,5,6,7,5,4,39.085,0.452,3.714,5,5,4,4,4,6,6,23.178,0.917,0.833,0.167,0.500,0.500,6.500,6.000,2.000,4.000,4.000,7,3,2,6,1,6,4,6,4,6,26.779,Yes,275000,No,There are no special terms. ,No,,2005,United States,,3,A student,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,['Asian'],5,5,3,1,4,4,2,"It was very nerve-racking as I've never done a negotiation before. Additionally, I felt a little judged because I didn't know much..
",4,2,6,1,4,"I will start off asking for 450,000 and then we can negotiate lower to get to what I need. If i can't achieve the deal, then I can reach out to private investors to pay for the remaining. However, I need at least 100,000 to pay for my rent from the provost. ",355000,Star Scientist
01HVPCPA1DX0YPK8GS2WXHJP10,01HVPCH0MPY3E2F2G3ADP1CYN9,0.250,0.722,0.708,2.500,5.333,5.250,6,5,2,5,5,3,6,5,3,23.454,0.524,4.143,4,5,2,5,3,6,6,31.086,0.750,0.500,0.833,0.833,0.667,5.500,4.000,6.000,6.000,5.000,1,5,5,3,3,5,6,5,2,6,27.348,Yes,225000,No,5 Month Sabbatical with agreement to revisit extension of future sabbaticals pending discussion.,Yes,,2004,United States,,6,A student,5,5,,male,,,"$150,000 or more",English,No,Single Never Married,['Asian'],6,6,3,2,4,2,2,"It was definitely a lot more challenging than I expected; I didn't realize that the figure provided by investors was going to be upwards to 450k. Had I gotten more knowledge about that, I may have been able to set a higher target price. 

The negotiation itself went well, and I made sure to be careful of raising my price too much, as I started to slip near the end. I think that's what caused me to raise my price above my initial target of 175000 to settle for 225000. Still, I'm glad I managed to stay within bounds of sabbatical time and price.",7,7,7,5,5,"I plan on creating a comfortable, familiar environment by reaching out with a casual tone, and starting low, so I can make my way up if need be. I can try to negotiate with sabbatical time, keeping under 6 months.","My target price will be a bit higher than half of the cap, at 175000.",Provost
01HVPCPA1DX0YPK8GS2WXHJP10,01HVPCGTWB5NBY0QJNCDMV44VC,0.167,0.611,0.917,2.000,4.667,6.500,7,6,2,7,5,2,2,7,2,24.765,0.571,4.429,4,2,2,5,4,5,7,39.805,0.750,0.917,0.917,1.000,0.917,5.500,6.500,6.500,7.000,6.500,1,6,2,2,3,7,7,7,1,6,24.626,Yes,225k,No,"5 month sabbatical, open to additional sabbaticals in future",Yes,,2003,United States,,4,Employed for wages,5,5,,female,,,"$150,000 or more",English,,Single Never Married,"['American Indian or Alaska Native', 'White']",7,5,3,2,6,6,2,"We started by both bringing much higher (me) or lower (provost) prices. We then worked out the time where the sabbatical I suggested was much higher than the one the provost did. I mentioned the benefits of private investors and discussed the fact that I had been conversing with private investors about the market value of my research/patents. The provost discussed the needs of the university. We ended up agreeing on a time period (5 months, 6 with a pay decrease), and I continued to push the price upwards. We ended with a 5 month sabbatical and 225k price (with the alternative being 6 months at 200k). I confirmed that sabbaticals would be an option in the future to attempt to break up the trip (take 2 trips rather than just the one, leaving more time to fund the additional 6-7 months). With the cost of the crew and food needs being cut in a little less than half due to timing reasons, I am still able to go on the trip despite having a much smaller return fund ($27k, assuming I still owe $150k, need $25k for crew (half the time), $18k for needs (half the time), and 25k for repairs) assuming the maintenance/repair needs remain the same for the shorter duration. ",7,5,6,7,6,"Opening bid: 450k, outside options: pursue another method of patent sale, move to another (private) institution --> neither are great options because of time constraints, but if I were to sell to the private investors, I would make more money. ",355k,Star Scientist
01HVPCSNBH6REB7AYJDRG85ZN7,01HVPCJGBN9NNN5NDSXNSWQGJP,0.167,0.500,0.750,2.000,4.000,5.500,5,5,2,5,2,2,5,6,2,41.889,0.381,3.286,5,5,5,5,2,2,3,27.211,0.750,0.750,0.583,0.667,0.583,5.500,5.500,4.500,5.000,4.500,4,5,2,5,2,5,5,6,3,5,36.85,Yes,"275,000",No,conditional - $75K paid upon return ,Yes,,2004,United States,,4,A student,5,5,,male,,,"$100,000-$149,999",English,No,Single Never Married,['White'],7,6,2,1,6,3,5,"Joanna was a great listener and a firm negotiator. I enjoyed how we eventually came to middle ground over the course of the negotiation. I could've been more assertive in the beginning, as the final payout was less than I hoped for. ",7,7,2,6,6,"- Stress importance to college
- start by reiterating provost's own words to get a break
- bring up other options","355,000",Star Scientist
01HVPCSNBH6REB7AYJDRG85ZN7,01HVPCHRV8DZZ37FSSZ0F862B3,0.583,0.556,0.875,4.500,4.333,6.250,6,6,4,6,2,5,5,6,1,43.348,0.667,5.000,2,4,3,6,5,4,3,50.949,0.583,0.750,0.667,0.917,0.750,4.500,5.500,5.000,6.500,5.500,4,6,1,2,4,4,6,5,1,5,38.557,No,275k,No,"200,000 pounds of the share, and then 75k conditional upon return. ",Yes,,2004,United States,,3,A student,5,5,,female,,,"$50,000-$74,999",Korean,No,Single Never Married,['Asian'],7,7,2,4,4,4,4,I do feel bad because I'm not very knowledgeable in this area at all so I was having issues trying to emulate what a real provost would say and think. I think most of the study I was still trying to piece together what I was hoping to gain from the faculty member so that was really difficult on my end because how do you negotiate if you don't know specifically what for. ,7,6,4,6,6,"Because I am not knowledgeable at all on research as well as patents and what not, from the information given I am planning on a win-win/safe strategy. 
I think I would begin by approving 6 months of full paid sabbatical leave, as to demonstrate the university's promotion and values of research and exploration. This will also incentivize the faculty member to rest and feel energized to return post-sabbatical leave. 
I think next I would begin by explaining that the university would buy 50% for 137500","200,000",Provost
01HVPCYHCJ93CG8XCWXA2D2AKX,01HVPCT97KMQ1QS319FEG71440,0.083,0.500,0.917,1.500,4.000,6.500,7,6,1,6,5,2,1,6,1,20.27,0.667,5.000,1,2,1,2,5,5,5,19.319,0.500,0.583,0.833,0.917,0.667,4.000,4.500,6.000,6.500,5.000,2,6,1,1,5,2,6,3,1,5,18.569,Yes,"150,000",No,150k up front and 36 Months Off with 90k (first 6 months paid) ,Yes,,2004,United States,,3,A student,5,5,,male,,,"$150,000 or more",English,No,Single Never Married,['Asian'],7,7,2,1,5,2,1,"I was able to negotiate for nearly 3 years off and in total around 240k which I felt was done pretty well, and there are no conditions for me to come back at all, only issue was with not getting enough money.
",7,7,1,6,7,"Asking for 550k and 24 months off so I have space to negotiate with, because I know this is not going to be accepted by the other side. Might threaten to leave university and tarnish the name if they aren't willing to give me what I want at the end. ",550k,Star Scientist
01HVPCYHCJ93CG8XCWXA2D2AKX,01HVPCNJG760KHCQX0RCBEHQWZ,0.250,0.722,0.917,2.500,5.333,6.500,7,6,3,6,6,2,4,7,2,41.778,0.690,5.143,4,2,2,7,4,6,5,72.583,0.583,0.917,0.917,0.750,0.583,4.500,6.500,6.500,5.500,4.500,2,7,1,5,4,6,5,6,2,5,42.458,Yes,150000,No,"150,000 upfront & 36 month leave & 90K first 6 months paid",Yes,,2004,United States,,3,A student,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,['Black or African-American'],7,7,6,7,6,4,2,"Good experience, hard negotiator. Had to understand his personal goals forst",6,6,7,5,6,"I will open with thanking them for their time and asking about their intentions. I will offer 75,000 compensation for good ideas and work from there. Emphasis on academic integrity",90000,Provost
01HVPD1RFCHXS5JPGNP7Z6XJ19,01HVPCN20Y0HPDDE1SJ08GE4YW,0.250,0.611,0.750,2.500,4.667,5.500,5,6,2,6,5,3,3,6,3,41.164,0.429,3.571,6,3,5,3,3,3,2,41.721,0.667,0.833,0.750,0.750,0.667,5.000,6.000,5.500,5.500,5.000,3,6,2,3,3,6,6,5,3,5,76.135,No,0,No,Not applicable,No,,2005,United States,,4,A student,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,['Asian'],1,4,2,2,3,5,3,"The negotiation was not as much of a compromise as I expected - both parties came in with clear notions of what their price or goals would be and were not willing to compromise. I do think my partner did not quite understand the details of the negotiation, including her / my role. This made it impossible to rely on the nuances such as the fact that the scientist was star talent and the university wanted to retain them as the 'Provost' was unaware of this fact during negotiation. ",3,5,3,2,3,"I plan to start with a high opening bid of around 650,000. I will base this off several factors, including rapidly growing interest in the field, the fact that my coworker with a less valuable portfolio sold theirs off for around 400,000, and my loyalty to the university for these past years. Assertion will be key, as I know that the university wishes to retain talent and will not be quick to reject my offer. I also plan on leveraging the health and doctor's orders as well - and how normal tenured faculty get sick leave. ","500,000",Star Scientist
01HVPD1RFCHXS5JPGNP7Z6XJ19,01HVPCPD0Q0T2H6QJHY99SSWSE,0.250,0.444,0.500,2.500,3.667,4.000,4,4,3,5,4,2,2,2,2,80.34,0.786,5.714,2,2,2,4,6,6,2,52.867,0.833,0.833,0.833,0.333,0.583,6.000,6.000,6.000,3.000,4.500,2,6,2,5,2,6,4,6,6,6,82.302,No,$0.00,No,None,No,,1984,United States,,4,Employed for wages,5,5,,female,,,"$40,000-$49,999",English,No,Single Never Married,['Black or African-American'],7,7,1,6,1,7,2,Difficult to negotiate portfolios when there isn't enough funding. ,7,7,1,7,7,"I would see if they could consider a different time frame?
",100k,Provost
01HVPD6XBESZKP1FMZ7XZQ7R3B,01HVPCSNKZFE1EDG7SEFRHQ2P9,0.417,0.556,0.583,3.500,4.333,4.500,4,4,4,5,3,3,5,5,3,32.042,0.429,3.571,5,5,5,3,5,3,3,26.29,0.667,0.667,0.583,0.500,0.583,5.000,5.000,4.500,4.000,4.500,3,4,3,4,3,5,4,5,4,5,52.233,Yes,275000 (patent) + 6-month fully paid leave ,Yes,"The University will help the Star Scientist ease back into work after sabbatical. (financially, mentally, etc.) ",Yes,,2004,United States,,3,A student,5,5,,female,,,"$50,000-$74,999",English,No,Single Never Married,['Asian'],2,1,1,1,4,4,7,"Fun experience! 
",7,7,1,7,7,,,Provost
01HVPD6XBESZKP1FMZ7XZQ7R3B,01HVPCRK7VRCHV8TCVY4A629ST,0.667,0.611,0.875,5.000,4.667,6.250,7,6,5,6,3,5,5,6,2,98.922,0.310,2.857,5,5,5,3,2,3,5,52.229,0.917,0.750,0.333,0.667,0.833,6.500,5.500,3.000,5.000,6.000,5,3,2,3,1,5,5,7,3,6,60.052,Yes,275000 + paid leave,Yes,"sell shares for 275000, provided that after my 21-month trip I am eased in financially and mentally by the university ",Yes,,2003,United States,,4,A student,5,5,,female,,,"$20,000-$29,999",Vietnamese,No,Single Never Married,['Asian'],6,3,2,2,6,5,6,"I felt like as a good negotiation tactic I should have let the Provost give their price first. Also, it seems harder for the Star Scientist to sell for a higher share if the seller is in a ""my protocols are that..."" state of mind.",7,7,5,6,6,"First, be honest that I have been burned out and need a break and as such be transparent about needing money --> would like to sell my shares for 400k. Then bring up all my work and efforts I have done for the university: I have been a star researcher and I hope the university can see this too. If this still doesn't work, mention that I have a lot of other alternatives, and they can risk losing a talent such as mine if this doesn't go my way. If they agree to my price, they can assure ",400000,Star Scientist
01HVPCYVC98RTV4Z7FHSBB9BF2,01HVPCQNM84P6X61YWF9WAXSHQ,0.333,0.833,0.792,3.000,6.000,5.750,7,6,3,7,6,3,5,7,5,41.422,0.429,3.571,6,3,6,4,3,6,5,35.911,0.583,0.667,0.667,0.417,0.417,4.500,5.000,5.000,3.500,3.500,5,7,4,6,5,6,3,5,4,6,42.877,Yes,"360,000",No,We agreed that the researcher will have a lower usual pay salary once she comes back if she is offered the total price . She will work for 8+years -10 years more and she will do the logistics of her own patents so I won't have to hire other people to revise the patents. And she will develop more patents during her leave and once she gets back.,Yes,,2005,United States,,3,Out of work and looking for work,5,5,,male,,,"$50,000-$74,999",English,Yes,Single Never Married,['Other'],1,1,4,4,7,1,3,I felt that my counterpart had more control over me because she was hinting that she will move to a different university so I felt obligated to give her what she wanted and we came to a compromise which I felt good about since it showed that I did not absolutely fail.,7,7,6,5,6,"I plan to achieve a target price of 150,000 however I plan on opening the bid with 100,000. If this does not work then I will ask how much they want hoping it is not more than 200,000 and if it is more then try to emotionally persuade them that I can't do more than that.","100,000",Provost
01HVPCYVC98RTV4Z7FHSBB9BF2,01HVPCMV5SY44YAC3AMS48ZXBD,0.000,0.722,0.917,1.000,5.333,6.500,6,7,1,7,5,1,4,6,1,32.126,0.238,2.429,5,2,7,1,2,2,6,26.878,0.833,0.667,0.750,0.917,0.583,6.000,5.000,5.500,6.500,4.500,1,4,2,5,3,4,7,6,2,7,24,Yes,"360,000",Yes,"I will stay at the university for 8 years after I return from the trip.
I will take a slightly decreased salary when I return (negotiated later).
I will do all my own personal paperwork for my patents and even help some other researchers with their own. ",Yes,,2004,United States,,4,A student,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,"['Asian', 'White']",7,6,1,2,2,7,5,"It was a fascinating negotiation and I enjoyed being put on the spot. It was not very structured so I had to be creative, but I liked being challenged. I feel like if I did it again I would be much better at this as I would have more ideas and structure.",7,7,3,7,6,"- i am a renounded scientist and i love working at the university
- my health is declining and in order to stay in the ebst shape i need to take a break from work, i will come back stronger and more ready with ideas
- getting a bunch of good info at the institute 
- i will always answer any questions with my patents/you won't have to hire any outside services to help with my patent
- i will not leave the university for 5 years or more after i return, even though i am highly valued at other places
- i can help on other IP situations","390,000",Star Scientist
01HVPCWTJ2TFCXFTJVAG0ZD5YG,01HVPCNJB2C1GDE06JS4WEXE9A,0.667,0.500,0.833,5.000,4.000,6.000,6,6,5,5,5,5,2,6,2,31.513,0.476,3.857,3,5,5,3,5,5,5,47.797,0.750,0.750,0.500,0.333,0.500,5.500,5.500,4.000,3.000,4.000,5,5,2,5,2,5,3,5,5,5,56.867,Yes,"210,000",Yes,"150K for 70% of IP, receives return fund of 100K, and paid leave is 60K (40K upfront and 20K upon return); total sabbatical is 15 months",Yes,,2001,United States,,4,A student,5,5,,male,,,"$150,000 or more",English,No,Single Never Married,['Asian'],7,6,5,2,5,5,5,I thought this was an interesting exercise and appreciated the comprehensiveness of the pre-negotiation information given to us. ,6,5,5,5,4,"- I will leverage the fact that I know a colleague with lower valued patents received around $400,000","$500,000",Star Scientist
01HVPCWTJ2TFCXFTJVAG0ZD5YG,01HVPCKCEWPACVJF8M6HJ1EVWD,0.750,0.611,0.958,5.500,4.667,6.750,7,7,6,6,4,5,4,6,1,53.634,0.333,3.000,6,4,5,2,2,4,4,58.428,0.667,0.500,0.917,0.667,0.500,5.000,4.000,6.500,5.000,4.000,2,7,4,6,3,4,6,6,4,5,60.024,Yes,"210,000",Yes,"150k for the university to keep 70% of the IP.  Paid leave is 60k for 6 months, 40k upfront, and the other 20k will be received by the faculty upon returning.  The total sabbatical is 15 months, with the last 9 being unpaid.",Yes,,2005,United States,,4,A student,5,5,,male,,,"$75,000-$99,999",English,,Single Never Married,['White'],5,4,2,3,5,3,6,"The negotiation went well.  Although we both had a relatively fair understanding of the role play at hand, there was a slight bit of ambiguity over what was considered the ""total"" price and the prompts asking about the trip happening and there being a return offer.  Overall, we believe we figured it out and I think we came to a good deal.  I might have offered slightly more than I should have, BUT I still kept the overall offer below my (the University's) reservation price and ultimately offered the max amount of the PTO + sabbatical, while cutting back on the total amount of pay offered for the IP.",7,6,2,5,6,"I will open by offering the faculty member 100,000 pounds for their IP buyout and encourage them to take a paid sabbatical for research after confirming they have 8+ yrs of experience.  Will also highlight the prestigious opportunities offered by a university.","150,000 pounds",Provost
01HVPCZRFEBKFVBFE6HHD9VQAA,01HVPCQR29N727SZYB3E0MPE5D,0.667,0.778,0.625,5.000,5.667,4.750,2,6,3,6,5,7,6,5,2,33.655,0.571,4.429,5,4,2,2,6,5,3,30.72,0.833,0.750,0.417,0.833,0.667,6.000,5.500,3.500,6.000,5.000,5,4,3,4,3,6,7,6,3,7,34.38,,,,,,,2003,United States,,4,A student,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,['White'],7,6,6,5,4,6,2,"I was quite frustrated by the end as I felt undervalued. I will be taking my talents elsewhere
",6,2,7,3,1,"I plan to start negotiating at 700,000. I will emphasize the fact that my research is extremely successful and lucrative. A colleague of mine has sold to a private corp for 400k for less important research, and I have the opportunity to leave this uni for another. I would prefer to keep the research in house but have been burnt out by this specific university and could definitely be persuaded to leave with a greater return fund. ","460,000",Star Scientist
01HVPCZRFEBKFVBFE6HHD9VQAA,01HVPCPV4ECESVKH9DBZWT0792,0.833,0.778,0.542,6.000,5.667,4.250,5,4,6,6,4,6,7,6,6,35.787,0.595,4.571,3,3,4,7,4,5,6,43.768,0.417,0.833,0.750,0.667,0.750,3.500,6.000,5.500,5.000,5.500,3,6,2,4,4,6,6,7,4,3,33.427,,,,,,,2001,United States,,3,A student,5,5,,female,,,"$75,000-$99,999",Chinese,No,Single Never Married,['Asian'],7,6,5,2,4,6,6,The negotiation description is a bit vague on the provost's authority over special term,6,4,7,5,2,Working with the researcher to achieve the max sabbatical time with buy out of a patent that could be better developed in the research ,60000,Provost
01HVPCRV04MNJHEESDGCY53K3D,01HVPCKH58YMK7QBHKG7JER53S,0.167,0.778,0.792,2.000,5.667,5.750,6,5,2,6,5,2,6,6,2,31.66,0.381,3.286,5,5,4,3,4,3,5,34.784,0.833,0.833,0.667,0.417,0.500,6.000,6.000,5.000,3.500,4.000,4,6,2,5,2,6,4,5,5,6,54.747,Yes,"348,000 ",Yes,"8000 for sabbatical 
340,000 for patent ",Yes,,2005,United States,,3,A student,5,5,,female,,,"$100,000-$149,999",English,No,Single Never Married,['Asian'],7,4,2,2,4,3,2,It was a very interesting and unexpected experience! I didn't expect my counterpart to have such a different price point ,6,6,4,6,6,"    - 650,000 starting point 
- Need to recharge and do some new thinking (health concerns, low creative energy, occupied with a lot of training and management and less thinking time) 
- Sabbatical alongside fellowship really recharge and rethink 
* on your doctor’s orders, you need a long break. Your goal is to get 21 months away ... 12 months of time off to decompress by sailing in the Pacific and 9 months in the Institute.
- Alternatives: sell to private investment groups (takes longer but get more money int he end) 
- Sell to a large corporation, work colleague has done before
    - Sold his share of patents for 400,000 even though worth less ","500,000 ",Star Scientist
01HVPCRV04MNJHEESDGCY53K3D,01HVPCJX9MDVNCTV4Y9ZF5PQCG,0.750,0.611,0.625,5.500,4.667,4.750,5,5,5,6,3,6,5,5,4,43.725,0.571,4.429,4,3,2,6,2,5,5,38.566,0.667,0.833,0.417,1.000,0.833,5.000,6.000,3.500,7.000,6.000,5,4,2,1,4,6,7,5,1,6,24.112,Yes,348000,Yes,340000 for year of working. 8000 for sabbatical fund for 9 months,Yes,,2004,United States,,4,A student,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,['White'],7,5,3,4,4,4,6,"It was definitely harder than I thought since I was under the impression that her value was significantly higher than my budget. However, I liked how we were both level headed throughout the process.",6,4,5,5,5,I am open to negotiating upwards but I want to ask for qualifications and plans that the star plans on doing at the university to they do not go on an unplanned sabbatical ,175000,Provost
01HVPCZB6BGQ8Z866MWK0NJ0YC,01HVPCNF1YQMQ634WMYRF4WB6M,0.083,0.556,0.958,1.500,4.333,6.750,6,7,2,7,3,1,3,7,1,36.325,0.476,3.857,4,5,2,2,1,7,4,30.081,0.750,0.750,0.833,0.167,0.583,5.500,5.500,6.000,2.000,4.500,3,7,4,5,3,7,2,6,6,6,34.067,Yes,261,Yes,The last two months of the trip would not be on the boat to cut the costs of the trip. The last two months would be in a short-term rental. The trip was cut down to 10 months to also cut the costs of the trip while allowing me to have a long vacation.  ,Yes,,2004,United States,,4,A student,5,5,,female,,,"$50,000-$74,999",English,No,Single Never Married,['Black or African-American'],7,3,1,1,7,1,5,"The negotiation was somewhat awkward at first, however it was a comfortable dialogue. In addition, I felt as though I tended to be more flexible with my negotiations compared to my counterpart.",7,5,2,6,6,"First, stress the appreciation for the University's support,
Second, outline my typical work day and the dedication to the university 
Third, outline health issues 
Fourth, suggest a trip on doctors orders
Fifth, ask for funding ","375,000",Star Scientist
01HVPCZB6BGQ8Z866MWK0NJ0YC,01HVPCNJHF6KMWKXA0NFT6A59Q,0.750,0.778,0.750,5.500,5.667,5.500,6,6,5,5,6,6,6,3,1,48.166,0.476,3.857,6,5,3,4,6,2,3,40.105,0.917,0.500,0.750,0.583,0.583,6.500,4.000,5.500,4.500,4.500,2,5,5,4,2,5,5,5,4,7,64.894,Yes,"261,000",Yes,"Trip on the boat will last 8 months, and the rest of the trip will be spent off the boat for another 2 and a half months, totaling the trip time to be 10 and a half months instead of a year. 166K will be provided for the trip, and the 95K will be granted as a return fund.",Yes,,2005,United States,,3,Out of work and looking for work,5,5,,male,,,"$20,000-$29,999",English,Yes,Single Never Married,['Black or African-American'],6,4,2,5,4,2,2,"It felt very overwhelming at the beginning, receiving so much information from the scientist on why they needed such a high cost. I had a bit of trouble forming a rebuttal against their requests. However, after a bit of time of talking things through, and receiving and giving a few more explanations, we were able to slowly start to understand each others' views and reach an agreement.",7,7,5,6,7,"I'll start my opening bid with 80,000, just to give some wiggle room in case they're unsatisfied, and eventually reach 100,000, to keep the number below the 110,000 for the 40% sh. Beyond that, if up to 110,000 doesn't work, I'll just focus on not raising the bid above 275,000.","100,000",Provost
01HVPCTNJW8VKHCJMH4ES9G7V8,01HVPCH89RVRCW6CNNKTPWBG11,0.583,0.889,0.917,4.500,6.333,6.500,6,7,5,6,7,4,6,7,2,35.179,0.595,4.571,2,3,3,5,4,5,6,36.666,0.583,1.000,0.500,0.500,0.667,4.500,7.000,4.000,4.000,5.000,6,6,1,4,6,7,5,6,5,7,24.311,,,,,,,2004,United Kingdom,6,,Out of work but not currently looking for work,5,5,"['English / Welsh / Scottish / Northern Irish / British', 'Other White Background']",male,,"£100,000-£149,999",,English,,Single Never Married,,5,3,3,2,5,6,6,"It was very enjoyable and reached a fruitful outcome. 
",7,7,5,6,7,"My strategy for the negotiation is to be assertive in my demands, detailing the tireless effort and commitment I've offered to the university over the past years and the availability of alternatives. ","100,000",Star Scientist
01HVPCTNJW8VKHCJMH4ES9G7V8,01HVPCH5SYFA9H46G1P3V4WRPN,0.167,0.500,0.833,2.000,4.000,6.000,6,6,2,4,6,2,2,6,2,55.139,0.548,4.286,2,2,1,2,1,6,6,40.167,0.583,0.583,0.833,0.417,0.583,4.500,4.500,6.000,3.500,4.500,2,6,2,5,5,3,5,6,6,6,55.697,Yes,"265,000",,,No,,1997,United States,,6,A student,5,5,,male,,,"$20,000-$29,999",Hindi,No,Single Never Married,['Asian'],6,6,6,6,6,3,1,"There was some sort of tension after we both reached our first disagreement which was expected. But even though I increased the valuation of the IP, there was still more push and shove going on. However, the context and scenario painted by my counterpart was convincing so the valuation was increased eventually.",6,5,7,3,2,"I begin by asking about their intended sabbatical time. Then the valuation of their patents in the IP portfolio according to them. Since their salary is 10k per month, I plan to offer a year's salary (120k + 20-30% = 150,000 as my opening bid)","230,000",Provost
01HVPD196DQ4NHGBG7WMCDDEF8,01HVPCTCP9SVWG7TWT5J6RJCM7,0.500,0.667,0.583,4.000,5.000,4.500,5,6,4,6,6,4,3,4,5,37.289,0.619,4.714,2,4,1,4,4,3,3,37.753,0.833,0.667,0.583,0.500,0.667,6.000,5.000,4.500,4.000,5.000,4,5,2,2,2,4,4,4,4,6,33.356,No,"$275,000",Yes,"21 months : 9 month full salary paid - other month support to gain a fellowship (10 pounds a month) and support on return with a promotion($275,000 plus 9 month paid salary of 75k) ",Yes,,2004,United States,,4,A student,5,5,,female,,,"$100,000-$149,999",English,No,Single Never Married,['White'],1,6,3,1,4,4,2,I believe nagativing the ZOPTA was changelling but working with my partner we came to an agreememt. ,7,7,4,7,7,"I plan to anchor the negotiation at a much higher price point than I expect to settle on as a price signaling strategy. I will then price signal amounts above the $400,000 that I know” his for his share of patents that most regard as less valuable than yours.” My opening bid is 455,000 but I am aiming for 400,000. My BANTA is to use investors or the other buyer interseted ","400,000",Star Scientist
01HVPD196DQ4NHGBG7WMCDDEF8,01HVPCS4MM4CYC8DM5Y0X3J9EA,0.333,0.389,0.667,3.000,3.333,5.000,5,5,3,4,4,3,2,5,3,39.246,0.595,4.571,2,4,3,5,3,5,4,46.003,0.833,0.833,0.667,0.417,0.750,6.000,6.000,5.000,3.500,5.500,3,5,2,3,2,6,3,6,4,6,35.415,Yes,275000,Yes,"- Will have stipend in addition to the full-salary payment for sabbatical time
- Promotion upon return for the sabbatical
- Assistance with fellowship when away on sabbatical",Yes,,2005,United States,,4,A student,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,"['White', 'Asian']",7,7,2,2,4,5,5,"It was interesting to see how different our goals were in terms of payment and time off. I noticed that we had similar goals in achieving what was best for the progression of society, science, and innovation, but it was difficult to come to an agreement that perfectly matched with what my goals were as provost.",7,7,6,6,5,"I will start with an opening bid of 180,000 for the buyout of the IP portfolio. I will permit sabbatical for 6 months paid, but no more than a year. If the sabbatical is a year long, only 6 of the 12 months will be paid. I want to avoid mercenary culture at all costs, so if I am not able to achieve a deal, the next best option may be to not have the individual return to our university at all and just continue on elsewhere, but after the sabbatical has taken pl",200000,Provost
