groupId,playerId,AwarenessMonitoringGrowth_aggregated_normGrowthMindset,AwarenessMonitoringGrowth_aggregated_normSelfAwareness,AwarenessMonitoringGrowth_aggregated_normSelfMonitoring,AwarenessMonitoringGrowth_aggregated_rawGrowthMindset,AwarenessMonitoringGrowth_aggregated_rawSelfAwareness,AwarenessMonitoringGrowth_aggregated_rawSelfMonitoring,AwarenessMonitoringGrowth_raw_canAdjust,AwarenessMonitoringGrowth_raw_emotionalIntuition,AwarenessMonitoringGrowth_raw_fixedIntelligence,AwarenessMonitoringGrowth_raw_goingOnAroundMe,AwarenessMonitoringGrowth_raw_innermostThoughts,AwarenessMonitoringGrowth_raw_onlyLearnNewThings,AwarenessMonitoringGrowth_raw_othersThinkOfMe,AwarenessMonitoringGrowth_raw_tellInappropriate,AwarenessMonitoringGrowth_raw_troubleChanging,AwarenessMonitoringGrowth_time_seconds,CulturalConflictNorms_aggregated_normConflictOpenness,CulturalConflictNorms_aggregated_rawConflictOpenness,CulturalConflictNorms_raw_avoidConflict,CulturalConflictNorms_raw_conflictIsDetrimental,CulturalConflictNorms_raw_differencesAvoided,CulturalConflictNorms_raw_disagreementsEncouraged,CulturalConflictNorms_raw_emotionAccepted,CulturalConflictNorms_raw_openConflict,CulturalConflictNorms_raw_resolveImmediately,CulturalConflictNorms_time_seconds,PostDiscussionGeneral_aggregated_normDiscussionDepth,PostDiscussionGeneral_aggregated_normDiscussionDisagreement,PostDiscussionGeneral_aggregated_normDiscussionEnjoy,PostDiscussionGeneral_aggregated_normDiscussionTension,PostDiscussionGeneral_aggregated_normSelfAnxious,PostDiscussionGeneral_aggregated_normSelfInsight,PostDiscussionGeneral_aggregated_normSelfLearned,PostDiscussionGeneral_aggregated_normSelfSpeakUp,PostDiscussionGeneral_aggregated_normSelfVoice,PostDiscussionGeneral_aggregated_rawDiscussionDepth,PostDiscussionGeneral_aggregated_rawDiscussionDisagreement,PostDiscussionGeneral_aggregated_rawDiscussionEnjoy,PostDiscussionGeneral_aggregated_rawDiscussionTension,PostDiscussionGeneral_aggregated_rawSelfAnxious,PostDiscussionGeneral_aggregated_rawSelfInsight,PostDiscussionGeneral_aggregated_rawSelfLearned,PostDiscussionGeneral_aggregated_rawSelfSpeakUp,PostDiscussionGeneral_aggregated_rawSelfVoice,PostDiscussionGeneral_raw_discussionDepth,PostDiscussionGeneral_raw_discussionDisagreement,PostDiscussionGeneral_raw_discussionEnjoy,PostDiscussionGeneral_raw_discussionTension,PostDiscussionGeneral_raw_selfAnxious,PostDiscussionGeneral_raw_selfInsight,PostDiscussionGeneral_raw_selfLearned,PostDiscussionGeneral_raw_selfSpeakUp,PostDiscussionGeneral_raw_selfVoice,PostDiscussionGeneral_time_seconds,PostDiscussionPerceptionOfOthers_aggregated_normCommon,PostDiscussionPerceptionOfOthers_aggregated_normLiking,PostDiscussionPerceptionOfOthers_aggregated_normPartnerListening,PostDiscussionPerceptionOfOthers_aggregated_normPartnerPerspectiveTaking,PostDiscussionPerceptionOfOthers_aggregated_normPartnerReceptiveness,PostDiscussionPerceptionOfOthers_aggregated_normPartnerTalking,PostDiscussionPerceptionOfOthers_aggregated_normPolite,PostDiscussionPerceptionOfOthers_aggregated_normSelfPerspectiveTaking,PostDiscussionPerceptionOfOthers_aggregated_rawCommon,PostDiscussionPerceptionOfOthers_aggregated_rawLiking,PostDiscussionPerceptionOfOthers_aggregated_rawPartnerListening,PostDiscussionPerceptionOfOthers_aggregated_rawPartnerPerspectiveTaking,PostDiscussionPerceptionOfOthers_aggregated_rawPartnerReceptiveness,PostDiscussionPerceptionOfOthers_aggregated_rawPartnerTalking,PostDiscussionPerceptionOfOthers_aggregated_rawPolite,PostDiscussionPerceptionOfOthers_aggregated_rawSelfPerspectiveTaking,PostDiscussionPerceptionOfOthers_raw_common,PostDiscussionPerceptionOfOthers_raw_defensive,PostDiscussionPerceptionOfOthers_raw_liking,PostDiscussionPerceptionOfOthers_raw_partnerListening,PostDiscussionPerceptionOfOthers_raw_partnerPerspectiveTaking,PostDiscussionPerceptionOfOthers_raw_partnerTalking,PostDiscussionPerceptionOfOthers_raw_polite,PostDiscussionPerceptionOfOthers_raw_selfPerspectiveTaking,PostDiscussionPerceptionOfOthers_time_seconds,TIPI_aggregated_normAgreeableness,TIPI_aggregated_normConscientiousness,TIPI_aggregated_normEmotionalStability,TIPI_aggregated_normExtroversion,TIPI_aggregated_normOpennessToExperience,TIPI_aggregated_rawAgreeableness,TIPI_aggregated_rawConscientiousness,TIPI_aggregated_rawEmotionalStability,TIPI_aggregated_rawExtroversion,TIPI_aggregated_rawOpennessToExperience,TIPI_raw_anxiety,TIPI_raw_calmness,TIPI_raw_carelessness,TIPI_raw_conventionality,TIPI_raw_criticalness,TIPI_raw_dependability,TIPI_raw_extroversion,TIPI_raw_openness,TIPI_raw_quietness,TIPI_raw_sympathy,TIPI_time_seconds,deal_sheet_agreement_binary,deal_sheet_deal_price,deal_sheet_return_fund_binary,deal_sheet_special_terms,deal_sheet_trip_binary,demographics_birth_year,demographics_country_reside,demographics_education_US,demographics_employment_status,demographics_english_spoken,demographics_english_written,demographics_gender,demographics_income_US,demographics_language_primary,demographics_language_primary_expansion,demographics_latin_US,demographics_marital_status,demographics_race_US,game_time_minutes,post_negotiation_conflict_1,post_negotiation_conflict_2,post_negotiation_conflict_3,post_negotiation_conflict_4,post_negotiation_decision_leadership_1,post_negotiation_decision_leadership_2,post_negotiation_goal_similarity,post_negotiation_open_ended_feedback,post_negotiation_viability_1,post_negotiation_viability_2,pre_negotiation_strategy,pre_negotiation_target_price,role
01HYGH1M2NW4T4131JC50XQ553,01HYGGQKKKG41M54HQ6XSFTYV2,0.333,0.556,0.75,3.0,4.333,5.5,6,6,4,6,5,2,2,6,4,68.064,0.714,5.286,2,2,3,6,6,6,6,40.663,0.5,0.75,0.5,0.25,0.75,0.5,0.25,0.75,0.5,3.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2,4.0,3.0,2.0,4.0,3.0,35.984,0.25,0.75,0.75,0.25,0.25,0.75,0.75,0.5,2.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,41.798,0.833,0.917,0.917,0.917,1.0,6.0,6.5,6.5,6.5,7.0,1,6,2,1,2,7,6,7,1,6,31.553,Yes,"330,000",Yes,Provost will help with paying off my boat and with any additional money i need once back from the sabbatical,Yes,1999.0,United States,7.0,A student,5.0,5.0,female,"$100,000-$149,999",English,,No,Single Never Married,['Asian'],47.27851666666666,7.0,7.0,3.0,3.0,7.0,7.0,1.0,"No, all clear",5.0,5.0,I will emphasize on my achievements and the need for the sabbatical,"360,000",Star Scientist
01HYGHRMVQY8M50Y0MB0Z0SDTF,01HYGHEKFW0K0WHBXF8AME48ZP,0.167,0.611,0.875,2.0,4.667,6.25,7,6,2,6,6,2,2,6,2,47.482,0.476,3.857,6,2,2,5,1,6,7,21.163,1.0,0.75,0.75,0.75,0.0,1.0,0.75,1.0,0.5,5.0,4.0,5.0,4.0,1.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,4,1.0,5.0,4.0,5.0,3.0,30.937,0.75,0.75,0.75,0.25,0.5,0.5,0.75,0.75,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,25.64,0.833,0.75,0.917,0.833,0.917,6.0,5.5,6.5,6.0,6.5,2,7,3,2,2,6,6,7,2,6,24.862,Yes,"192500. Return fund of $357,500. New equipment and payment for PhD students + Grant money for future research.",Yes,"24 months of sabbatical. Support for 6 months ($10,000)",Yes,2005.0,United States,4.0,A student,5.0,5.0,male,"$100,000-$149,999",English,,Yes,Single Never Married,['White'],45.49113333333333,6.0,6.0,3.0,3.0,5.0,3.0,5.0,Didn't have trouble.,6.0,6.0,"I believe that this number could be the right incentive for the purchase of a majority of their portfolio. Additionally, it gives me a way to conceded more or less of the cash I have to them.",200000,Provost
01HYGHRMVQY8M50Y0MB0Z0SDTF,01HYGGQYFG6KH4NZTK6TJEH50S,0.0,0.611,0.792,1.0,4.667,5.75,6,5,1,6,5,1,3,6,2,36.96,0.524,4.143,6,3,3,5,6,3,5,41.326,0.75,0.75,0.5,0.75,0.5,0.5,0.25,1.0,0.5,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,4,3.0,3.0,2.0,5.0,3.0,48.878,0.5,0.75,1.0,0.5,0.75,0.5,1.0,0.75,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,5.0,4.0,40.805,0.5,0.25,0.667,0.333,0.5,4.0,2.5,5.0,3.0,4.0,4,6,6,6,5,3,3,6,5,5,67.184,Yes,275000,Yes,"I get 24 months sabbatical, with $60,000 in support. I am selling 70% of my portfolio for $192,000. When I return from my sabbatical, I will receive at least $300,000 plus additional funds for research, equipment, and graduate student appointments. ",Yes,2001.0,United States,6.0,A student,5.0,5.0,female,"$100,000-$149,999",English,,No,Single Never Married,['Asian'],45.49113333333333,6.0,6.0,2.0,1.0,3.0,6.0,5.0,The survey questions were straightforward to me.,6.0,4.0,"My health is at high risk.
I am burnt-out 
I need to see what is happening at the institute to get a better understanding of the landscape of my field.","$455,000",Star Scientist
01HYGJD241NRPK6P48Y1W3QQXC,01HYGH5JK9RCT6A4DAYZCNSFHE,0.583,0.667,0.583,4.5,5.0,4.5,5,5,5,5,5,4,5,5,5,76.583,0.452,3.714,5,5,3,3,4,5,5,62.702,0.75,0.75,0.25,0.25,0.75,0.75,1.0,0.75,1.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,2,4.0,4.0,5.0,4.0,5.0,31.176,0.0,0.25,0.25,0.25,0.25,1.0,0.5,0.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,5.0,3.0,1.0,20.991,0.5,0.833,0.667,0.75,0.75,4.0,6.0,5.0,5.5,5.5,3,5,2,2,5,6,6,5,3,5,76.294,Yes,"275,000",Yes," 6 months sabbatical for 10,000 a month",Yes,2005.0,United States,3.0,A student,5.0,5.0,female,"$150,000 or more",English,,Yes,Single Never Married,['Other'],50.229400000000005,3.0,2.0,3.0,4.0,6.0,6.0,3.0,No,1.0,1.0,"I am going to see what the other person offers first, and then modify mine based off of that. ","100,000",Provost
01HYGJD241NRPK6P48Y1W3QQXC,01HYGGMSG1X1WFY4P4QT5KF5YQ,0.25,0.889,0.792,2.5,6.333,5.75,5,6,3,7,7,2,5,6,2,58.755,0.5,4.0,3,6,2,3,3,6,5,55.836,0.75,0.5,1.0,1.0,0.25,0.75,0.75,1.0,0.75,4.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5,2.0,4.0,4.0,5.0,4.0,48.675,0.25,0.5,1.0,0.5,0.75,0.5,1.0,0.5,2.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,53.826,0.417,1.0,1.0,0.417,0.833,3.5,7.0,7.0,3.5,6.0,1,7,1,2,6,7,5,6,6,5,39.072,Yes,275000,Yes,+ 6 months paid sabbaticals,Yes,1993.0,United States,7.0,Employed for wages,5.0,5.0,male,"$100,000-$149,999",English,,No,Married or Domestic Partnership,['White'],50.229400000000005,7.0,5.0,2.0,3.0,2.0,4.0,6.0,Nothing at all.,6.0,7.0,"I approach this negotiation with a sense of urgency and determination. The 21-month sabbatical I'm proposing isn't just a luxury; it's a necessity for my well-being.

I need to secure the necessary funding to make my sabbatical a reality. The $355,000 I require is not just a figure pulled out of thin air; it's carefully calculated to cover essential expenses during my time away and ensure a smooth transition back into academic life upon my return. ",355000,Star Scientist
01HYGGQDQCG0Q9FK0NAQDNHQXK,01HYGGES1ZX84PKANE8WPWF4GZ,0.583,0.611,0.75,4.5,4.667,5.5,5,6,4,5,4,5,5,5,2,47.289,0.452,3.714,5,4,4,3,4,5,5,39.846,0.0,0.0,0.0,0.5,0.0,0.0,1.25,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,1.0,3,1.0,1.0,6.0,1.0,5.0,18.416,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.033,0.667,0.75,0.417,0.667,0.75,5.0,5.5,3.5,5.0,5.5,5,4,2,3,4,5,5,6,3,6,27.125,No,no deal,No,no deal,No,2004.0,United States,4.0,A student,5.0,5.0,female,"$150,000 or more",English,,No,Single Never Married,['White'],13.629666666666669,4.0,4.0,4.0,4.0,4.0,4.0,4.0,No problems understanding survey questions.,4.0,4.0,"Start a bit higher than the $355,000 needed to go on sabbatical.",400000,Star Scientist
01HYGGQDQCG0Q9FK0NAQDNHQXK,01HYGGHW8QS22WSCMAPQ3Y7PX5,0.5,0.5,0.5,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,11.484,0.5,4.0,4,4,4,4,4,4,4,8.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.333,0.583,4.0,4.0,4.0,3.0,4.5,4,4,5,3,4,5,4,4,6,4,30.831,,,,,,,,,,,,,,,,,,,13.629666666666669,,,,,,,,,,,Retaining them ,"100,000",Provost
01HYGGM69HQN5GHTMDC1D1M24W,01HYGGDTZVWRXTB690KMPZD2ZV,0.583,0.556,0.5,4.5,4.333,4.0,4,5,5,5,4,4,4,4,5,12.29,0.476,3.857,5,5,4,4,5,5,5,11.911,1.0,0.75,1.0,1.0,0.5,1.0,0.75,1.0,0.75,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5,3.0,5.0,4.0,5.0,4.0,22.333,1.0,0.75,1.0,1.0,0.75,0.5,0.5,0.75,5.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,3.0,3.0,4.0,17.941,0.667,0.667,0.5,0.417,0.5,5.0,5.0,4.0,3.5,4.0,4,4,2,4,4,4,3,4,4,6,15.721,Yes,355000,Yes,They offered extra month of sabbatical,Yes,1998.0,United States,8.0,A student,4.0,3.0,female,"$30,000-$39,999",English,,No,Single Never Married,['Asian'],22.797583333333332,6.0,5.0,4.0,4.0,5.0,4.0,5.0,No,7.0,7.0,"- Write a proposal to the Provost citing academic achievements and need for funding
- Have a laid out plan for 9 months",350000,Star Scientist
01HYGGM69HQN5GHTMDC1D1M24W,01HYGGES329F16KF40MP2BS0T6,0.75,0.611,0.708,5.5,4.667,5.25,5,5,5,5,5,6,4,5,2,18.702,0.452,3.714,4,4,5,5,3,4,5,14.632,0.75,0.25,0.5,0.5,0.5,0.5,0.25,0.75,0.5,4.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,3,3.0,3.0,2.0,4.0,3.0,40.15,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.75,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,24.738,0.667,0.833,0.75,0.75,0.917,5.0,6.0,5.5,5.5,6.5,3,6,2,1,4,6,5,6,2,6,36.103,Yes,275000,No,"21 month of leave, agree on term of 335k",Yes,1987.0,United States,7.0,Employed for wages,5.0,5.0,male,"$150,000 or more",Chinese,,No,Other,['Asian'],22.797583333333332,5.0,4.0,2.0,2.0,3.0,2.0,5.0,No.,6.0,5.0,Show him the future of working and maintainin in the job; explain the current situation both academic wise and society wise,"250,000",Provost
01HYGGSB3DJRD4W92X3SB8HP63,01HYGGHFN7BN4HNG8ZQSY94TW3,0.5,0.5,0.667,4.0,4.0,5.0,6,5,3,5,4,5,3,5,4,32.234,0.19,2.143,6,6,6,2,2,2,5,16.588,0.75,0.75,0.25,0.5,0.75,0.25,1.0,0.75,1.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,3,4.0,2.0,5.0,4.0,5.0,19.665,0.5,0.5,1.0,0.75,0.5,0.5,0.75,0.25,3.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,19.857,0.917,0.917,0.583,0.25,0.5,6.5,6.5,4.5,2.5,4.0,5,6,1,5,1,6,3,5,6,6,24.115,Yes,200K,No,none,No,2002.0,United States,6.0,Out of work and looking for work,5.0,5.0,female,"$150,000 or more",English,,No,Single Never Married,['Asian'],21.51285,6.0,5.0,4.0,2.0,6.0,4.0,3.0,there were a lot of numbers going on in the description,5.0,4.0,I will emphasize that I have already made significant financial commitments and sold my condo to put down a downpayment of $100K for this job. I will also say that many other universities want me and that if I leave this will hurt the university.,"$400,000",Star Scientist
01HYGGSB3DJRD4W92X3SB8HP63,01HYGGH773HCM8WJMVNC90JPC5,0.167,0.611,0.708,2.0,4.667,5.25,6,6,2,5,5,2,4,5,4,48.706,0.333,3.0,6,7,5,5,3,4,5,36.05,0.75,0.5,0.75,0.75,0.25,0.25,1.0,1.0,0.75,4.0,3.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,4,2.0,2.0,5.0,5.0,4.0,28.87,0.75,0.75,1.0,1.0,0.75,0.5,1.0,1.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,21.578,0.833,0.833,0.833,0.667,0.667,6.0,6.0,6.0,5.0,5.0,3,7,2,3,2,6,6,5,4,6,50.485,Yes,"190,000",No,"Agreed for 190k for the patent portfolio, and 6 months of paid sabbatical at 10k for 6 months, and 15 months of unpaid sabbatical, with a return offer to the university. No return fund agreed for, the 190k will cover 150k for the boat and 40k of living expenses, along with the 60k from the sabbatical. ",Yes,2000.0,United States,6.0,A student,5.0,5.0,male,"$50,000-$74,999",English,,No,Single Never Married,['Asian'],21.51285,7.0,5.0,1.0,1.0,2.0,5.0,6.0,,7.0,7.0,"Start with a middle ground, understand why they're looking to sell and/or leave. Plan upwards from there and see where they stand, and what they value the most in their current job","150,000",Provost
01HYGGQDQ90NV6F5XQ253XWHK3,01HYGGDNPWKQAWRK0ZT0ZFYT7B,0.583,0.667,0.708,4.5,5.0,5.25,5,5,4,6,4,5,5,6,3,26.28,0.476,3.857,3,5,4,3,4,3,3,24.655,0.75,0.75,0.5,0.75,0.25,0.5,0.75,0.75,0.5,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4,2.0,3.0,4.0,4.0,3.0,27.104,0.5,0.75,0.75,0.25,0.75,0.5,0.75,0.5,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,25.891,0.667,0.667,0.583,0.333,0.667,5.0,5.0,4.5,3.0,5.0,3,4,3,3,2,5,3,5,5,4,19.871,Yes,"$206,250 for 75% of portfolio ",Yes,"can only offer 6 months sabbatical paid and can get 24 months total so will get my sabbatical sell 75% of the portfolio at the price of $206,200 - maximum 275,000 for full portfolio deal: $125,000 for return fund + $206,250 for 75% of portfolio + $60,000 for paid sabbatical = $391,250
",Yes,2002.0,United States,6.0,A student,5.0,5.0,female,"$100,000-$149,999",English,,No,Single Never Married,['Asian'],23.717866666666666,6.0,5.0,3.0,3.0,6.0,3.0,5.0,No,6.0,5.0,"I plan to ask about the dates about the sabbatical first, and then discuss the money portions. I will try to anchor my price. ",450K ,Star Scientist
01HYGGQDQ90NV6F5XQ253XWHK3,01HYGGEWZ78ZN9M5HY7QD7TVKT,0.583,0.667,0.75,4.5,5.0,5.5,4,7,4,6,5,5,4,6,3,29.252,0.095,1.571,6,7,7,1,1,4,7,22.719,0.75,0.5,0.5,0.75,0.5,0.75,0.25,1.0,0.5,4.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,4,3.0,4.0,2.0,5.0,3.0,43.626,0.5,0.75,1.0,0.5,1.0,0.5,1.0,0.75,3.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,3.0,1.0,4.0,5.0,3.0,3.0,5.0,4.0,26.187,0.417,0.667,0.167,0.917,0.917,3.5,5.0,2.0,6.5,6.5,6,2,1,1,6,3,6,6,1,5,79.249,Yes,"206,250",Yes,"The scientist is selling 75% of their portfolio for 206,250 and is willing to take the 6 month paid sabbatical and 18 months unpaid. The special term I negotiated (which I will probably lose my job for) is the return/resettlement fee of 125K. I felt it was only fair so we can keep this talented scientist. ",Yes,1981.0,United States,6.0,Employed for wages,5.0,5.0,female,"$50,000-$74,999",English,,No,Single Never Married,['White'],23.717866666666666,7.0,6.0,1.0,2.0,3.0,5.0,3.0,"No, everything was fine",6.0,6.0,I honestly would like to give the scientist everything that they are wanting. My negotiation skills are not great. I will start by approving their paid sabbatical and by offering them more unpaid sabbatical. Then when it comes to the IP I will offer them to sell 75 % of it. ,"206,250",Provost
01HYGGPVVFQ5KKAYPXSWBQ5GX2,01HYGGFFACPHBQTMQCZ3RXEGT2,0.333,0.778,0.708,3.0,5.667,5.25,5,5,3,5,6,3,6,6,3,25.0,0.381,3.286,4,6,2,2,3,2,4,25.028,0.75,0.25,0.75,1.0,0.25,0.75,0.75,1.0,0.75,4.0,2.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,5,2.0,4.0,4.0,5.0,4.0,22.423,0.75,1.0,1.0,0.75,1.0,0.5,1.0,1.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,3.0,5.0,5.0,20.184,0.917,0.333,0.25,0.833,0.667,6.5,3.0,2.5,6.0,5.0,5,2,4,4,1,2,6,6,2,6,23.081,Yes,200000,Yes,"- 4 months paid sabbatical
- 12 months unpaid sabbatical 
- conference, RA and postdoc funds",Yes,2000.0,United States,6.0,Employed for wages,5.0,5.0,female,"$75,000-$99,999",English,,No,Single Never Married,['Asian'],25.43385,6.0,2.0,1.0,1.0,1.0,5.0,7.0,I felt confused by the discussion of the trip and return fund as I was not primed with this information before entering the discussion. ,6.0,6.0,"Opening bid: 175k for 100% + 4 months paid sabbatical (up to 12 months unpaid sabbatical) + RAs and postdocs + lab equipment + conference funds. 

- Start by offering less than you have. ",215000,Provost
01HYGGPVVFQ5KKAYPXSWBQ5GX2,01HYGGCV1695T8HAGD99GF18MK,0.5,0.5,0.5,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,20.927,0.5,4.0,4,4,4,4,4,4,4,6.711,0.75,1.0,0.75,1.0,0.75,0.75,0.75,1.0,0.25,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,5,4.0,4.0,4.0,5.0,2.0,38.126,0.25,1.0,0.75,0.75,0.75,0.5,1.0,0.25,2.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,5.0,2.0,22.557,0.667,0.583,0.417,0.333,0.5,5.0,4.5,3.5,3.0,4.0,4,3,3,4,2,4,2,4,4,4,29.534,Yes,200000,Yes,9 months of paid sabbatical with people to work with on the research journey as well as a housing and living situation sorted out by my employer once I have returned. The scientist will be able to go. He will not have a return fund but will be given housing and dining to be able to sustain himself when he returns.,Yes,2003.0,United States,6.0,Employed for wages,4.0,5.0,female,"$50,000-$74,999",item1,Urdu,No,Single Never Married,['Asian'],25.43385,3.0,4.0,4.0,4.0,4.0,4.0,5.0,no it was alright ,4.0,4.0,"I will start with an opening bid of 500,000 and then give outside options like giving me housing and such when I return and eventually lower to 370,000",360000,Star Scientist
01HYGGMT9R24HQ95866Y6BBDES,01HYGGDW4TY39XN1WM9M0NMVVM,0.167,0.778,0.417,2.0,5.667,3.5,3,3,2,5,6,2,6,5,5,24.469,0.667,5.0,4,3,2,6,5,6,5,20.733,1.0,0.5,0.75,0.5,0.5,0.75,0.5,0.75,0.5,5.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3,3.0,4.0,3.0,4.0,3.0,18.925,0.5,1.0,0.75,0.75,0.75,0.5,0.75,1.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,5.0,14.744,0.5,0.583,0.333,0.417,0.75,4.0,4.5,3.0,3.5,5.5,6,4,4,2,5,5,4,5,5,5,24.044,Yes,"275,000",Yes,"We made a special term that the university is contractually obligated to offer my position back to me when I return from sabbatical, so I can lower my return fund to $75,000 and focus on finding a place to live/transportation, without having to worry about leverage for a career, since I will have one available.",Yes,2005.0,United States,4.0,A student,5.0,5.0,female,"$150,000 or more",English,,,Single Never Married,['Asian'],30.765083333333333,6.0,5.0,4.0,3.0,3.0,5.0,6.0,,5.0,6.0,"I plan to start with an opening bid of 400,000. I will mention that I am interested in taking a sabbatical and due to its length, do not expect to remain paid by the university, as other universities have offered their top scholars. To financially support myself, I would offer to sell my patent portfolio, which contains significantly useful patents in my field, to the university for $400,000 USD. This is reasonable, as a colleague at this same university sold his portfolio to a private company for the same price, though his patents were far less useful than mine. 

I believe in the importance of science and academia, which is why I would prefer to sell my portfolio to the university. However, if the university refuses my offer, I am not unopposed to selling my portfolio to a private company, which would not only offer a higher payment but better wages. The university should be aware that I am one of the top scholars in the world for this field, but after years of hard work, I am getting burnt out. I want to stay creatively viable and for that, need to take this break so I can return with energy to continue my work. If this is not made available for me, the working conditions at this university will not allow me to work here any further, and I will pursue the many offers that I have from other top-tier universities. ","355,000",Star Scientist
01HYGGMT9R24HQ95866Y6BBDES,01HYGGFGGMP0BG67R4M0SZA8XR,0.667,0.556,0.667,5.0,4.333,5.0,5,5,5,6,4,5,3,6,4,29.679,0.452,3.714,5,5,4,4,3,5,4,31.009,1.0,,0.75,1.0,0.0,0.5,0.25,1.0,0.75,5.0,,5.0,5.0,1.0,3.0,2.0,5.0,4.0,5.0,,4.0,5,1.0,3.0,2.0,5.0,4.0,29.024,0.5,0.75,1.0,1.0,1.0,0.5,1.0,0.75,3.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,3.0,5.0,4.0,29.461,0.75,0.917,0.833,0.667,0.583,5.5,6.5,6.0,5.0,4.5,2,6,1,4,3,6,5,5,3,6,17.73,Yes,275000,Yes,"21 months of sabbatical (6months paid, 15months unpaid) + 100% stake at 275k + contractual agreement for return post-sabbatical",Yes,2004.0,United States,3.0,A student,5.0,5.0,female,"$150,000 or more",English,,,Single Never Married,['Asian'],30.765083333333333,5.0,5.0,1.0,1.0,4.0,4.0,6.0,,6.0,7.0,"Approve the paid sabbatical term so that the faculty feels respected with their time. For the IP, I would suggest a purchasing a significant share of the portfolio, around 75%, so that the remaining 25% stake lies in the faculty's innovations and engagement post-sabbatical. ",206250,Provost
